"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
99, 0.000000000000000e+00, 0.000000000000000e+00, 8.920341527214531e+05, -3.169849967163225e+06, 9.420783524685283e+05, -8.084697262348506e+03, 0.000000000000000e+00, 0.000000000000000e+00, -6.567913672622434e+05
100, 5.999999800000000e-05, 1.375329724321098e-03, 9.989349321486207e+05, 2.523634571820408e+06, 1.917138322757213e+06, -2.175675724657873e+04, 0.000000000000000e+00, 0.000000000000000e+00, -3.342651735525448e+06
101, 5.600000150000000e-04, 4.173159738460802e-03, -5.339046616404137e+05, -3.442843841994050e+05, -8.243323373155974e+04, 1.348463058472342e+03, 0.000000000000000e+00, 0.000000000000000e+00, 8.326762183385707e+06
102, 1.560000004000000e-03, 6.917517506923035e-03, -7.334566915316584e+05, -3.377813330317064e+06, 1.308055311184506e+06, -8.500954884684332e+02, 0.000000000000000e+00, 0.000000000000000e+00, -5.248136859587855e+05
103, 3.049999941000000e-03, 9.605565346412577e-03, -6.196926251914242e+05, -1.510496338557280e+06, 1.228392783445275e+06, 9.196928683012006e+02, 0.000000000000000e+00, 0.000000000000000e+00, 1.938446216852909e+06
104, 5.040000193000000e-03, 1.226032473458219e-02, -7.775371619381465e+04, -3.082827866416388e+06, 2.620137884808433e+06, 3.217061692471442e+02, 0.000000000000000e+00, 0.000000000000000e+00, -1.736486603681161e+06
105, 7.519999985000000e-03, 1.486756313872443e-02, -4.076775689152445e+05, -1.034228666540754e+06, 8.786897683233611e+05, 9.044497172129901e+02, 0.000000000000000e+00, 0.000000000000000e+00, 9.598850864440675e+05
106, 1.049000024800000e-02, 1.742916196961543e-02, -8.732389762395245e+05, -9.783972754142623e+05, 8.445140837084632e+05, 1.402409250792123e+03, 0.000000000000000e+00, 0.000000000000000e+00, -4.049769958838055e+04
107, 1.394999958600000e-02, 1.994492353858276e-02, -5.643296870525966e+05, -9.192804012037546e+05, 1.491499771887289e+06, 2.248877187723321e+02, 0.000000000000000e+00, 0.000000000000000e+00, -7.588803314575561e+05
108, 1.789999939500000e-02, 2.241364555514381e-02, -8.541951103933519e+05, -9.824977890844899e+05, 1.646797279758189e+06, 3.167268134424553e+02, 0.000000000000000e+00, 0.000000000000000e+00, -5.046429234750640e+05
109, 2.232000045500000e-02, 2.482329437156798e-02, -6.226425688985732e+05, -1.167021166872836e+06, 1.894637503268977e+06, 1.218383695432706e+03, 0.000000000000000e+00, 0.000000000000000e+00, 5.368880161815718e+05
110, 2.723000012300000e-02, 2.718419978786347e-02, -8.009146524164724e+05, -3.493880647642236e+05, 1.924661900449086e+05, 1.361964718349619e+03, 0.000000000000000e+00, 0.000000000000000e+00, 1.565864124559488e+05
111, 3.260000050100000e-02, 2.948109446637338e-02, -9.089421754539367e+05, 3.292127718815260e+04, -4.977998973608734e+05, 1.022487667287493e+03, 0.000000000000000e+00, 0.000000000000000e+00, -1.998755233444344e+05
112, 3.844000026600000e-02, 3.171811260404538e-02, -5.300675902806545e+05, 1.105884893867435e+05, -7.206448454688622e+05, 1.128105204737837e+03, 0.000000000000000e+00, 0.000000000000000e+00, -2.682629757793267e+05
113, 4.473999887700000e-02, 3.389028465845557e-02, -8.250479724268169e+05, -4.584823008982881e+05, 9.929998499626459e+05, 8.543149169084633e+02, 0.000000000000000e+00, 0.000000000000000e+00, -3.251456745964016e+04
114, 5.149000138000000e-02, 3.599337852580232e-02, -9.534122685468219e+05, -3.716434600465621e+05, 4.919378946397947e+05, 1.193888780488265e+03, 0.000000000000000e+00, 0.000000000000000e+00, -4.743599790543105e+05
115, 5.869000032500000e-02, 3.802635805630503e-02, -7.163144475327980e+05, -5.053084710310453e+05, 1.863951840903412e+06, 9.618294608791720e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.855712112888067e+04
116, 6.633000075800000e-02, 3.998513962421356e-02, -7.421965119195759e+05, -4.285743924773975e+05, 1.218728096777603e+06, 6.365478532513839e+02, 0.000000000000000e+00, 0.000000000000000e+00, 1.715776084294730e+06
117, 7.440000027400000e-02, 4.186607976498817e-02, -3.851143677111043e+05, -5.484826004382659e+05, 1.533078466976938e+05, 2.734826908899385e+03, 0.000000000000000e+00, 0.000000000000000e+00, 1.603560192445992e+06
118, 8.290000259900000e-02, 4.366791468532204e-02, -8.313133992882641e+05, -5.422262447358966e+05, 7.777325517710857e+04, 2.789318409736241e+03, 0.000000000000000e+00, 0.000000000000000e+00, -1.876244193656954e+06
119, 9.181000292300000e-02, 4.538527151431038e-02, -7.810741758647891e+05, -7.276431288337432e+04, 1.509278450476004e+03, 3.940159014937897e+02, 0.000000000000000e+00, 0.000000000000000e+00, -1.620873808693872e+06
120, 1.011300012470000e-01, 4.701715290498424e-02, -6.846055165332621e+05, -1.622959936425707e+05, 2.092397466276508e+05, 6.444715492755589e+02, 0.000000000000000e+00, 0.000000000000000e+00, 4.155199611638027e+05
121, 1.108499988910000e-01, 4.856066993422563e-02, -9.441965989745669e+05, -2.020198749785812e+05, 1.847368989495944e+05, 9.457375396793226e+02, 0.000000000000000e+00, 0.000000000000000e+00, 4.150470819429494e+05
122, 1.209499984980000e-01, 5.001187382363489e-02, -9.827794629347860e+05, -2.049719873853537e+05, 1.903752791426112e+05, 9.693627390283633e+02, 0.000000000000000e+00, 0.000000000000000e+00, -4.036078924793559e+05
123, 1.314399987460000e-01, 5.137133628795417e-02, -1.707096557643324e+05, -1.448354595878167e+05, -2.708582726360196e+05, 9.028795809936253e+02, 0.000000000000000e+00, 0.000000000000000e+00, -1.793857316895743e+05
124, 1.422899961470000e-01, 5.263443049277360e-02, -3.286429348846712e+05, -9.025343400610681e+04, -3.489834237050459e+05, 6.677613140258532e+02, 0.000000000000000e+00, 0.000000000000000e+00, -8.413014311365577e+05
125, 1.534900069240000e-01, 5.379977779145956e-02, 6.499886976189527e+05, 1.281367986512182e+05, -5.945750971119560e+05, -3.505627760154891e+02, 0.000000000000000e+00, 0.000000000000000e+00, -5.523050124149090e+05
126, 1.650400012730000e-01, 5.486709202536137e-02, 8.721805254742657e+05, 1.295172546137626e+05, -4.269515685770189e+05, -4.336231028706687e+02, 0.000000000000000e+00, 0.000000000000000e+00, 3.693691239922116e+04
127, 1.769299954180000e-01, 5.583513598033686e-02, 7.599117033395676e+05, 6.574438109576184e+04, -1.912176216472269e+05, -3.106728654791829e+02, 0.000000000000000e+00, 0.000000000000000e+00, -7.061606654699173e+04
128, 1.891400069000000e-01, 5.670228146432130e-02, 7.570425091607261e+05, 1.047764174606432e+05, -9.463420737955613e+05, -3.376329074769387e+02, 0.000000000000000e+00, 0.000000000000000e+00, -2.497422083206047e+05
129, 2.016600072380000e-01, 5.746811193675738e-02, 5.895179469422487e+05, 1.313051020652578e+05, -1.823980116569344e+05, -7.900452364106940e+02, 0.000000000000000e+00, 0.000000000000000e+00, -3.368492554083213e+05
130, 2.144699990750000e-01, 5.813197420944613e-02, 9.377533166318237e+05, 7.094972291285046e+04, -1.103036083346153e+05, -4.645217435543123e+02, 0.000000000000000e+00, 0.000000000000000e+00, 1.023662960504985e+06
131, 2.275699973110000e-01, 5.869456802648413e-02, 3.778118113325603e+05, -4.965629299176014e+04, -2.095101960372118e+06, 6.326595017369119e+02, 0.000000000000000e+00, 0.000000000000000e+00, 1.092844974801235e+06
132, 2.409400045870000e-01, 5.915585896897953e-02, 2.148582697066405e+05, -5.531339094955927e+04, -1.966525116797664e+06, 6.284950464473922e+02, 0.000000000000000e+00, 0.000000000000000e+00, -2.553879222102959e+05
133, 2.545700073240000e-01, 5.951657836311273e-02, 4.711192980108680e+05, 1.806267375623015e+05, -1.469877522756572e+06, -8.045450589601852e+02, 0.000000000000000e+00, 0.000000000000000e+00, -3.071240211505692e+06
134, 2.684499919410000e-01, 5.977765596976551e-02, 4.950075053487299e+05, 2.001233266242477e+05, -1.650043965223678e+06, -8.941234965382562e+02, 0.000000000000000e+00, 0.000000000000000e+00, 1.393286550262411e+06
135, 2.825500071050000e-01, 5.994005483718394e-02, -7.263427113161038e+04, 1.297528477824240e+05, -1.358508915524803e+06, -5.134603606067816e+02, 0.000000000000000e+00, 0.000000000000000e+00, -4.773918931095746e+04
136, 2.968699932100000e-01, 6.000550062925582e-02, 7.583973474198310e+05, 2.703888999988212e+05, -4.826225818487454e+05, -1.305506183417527e+03, 0.000000000000000e+00, 0.000000000000000e+00, 1.544661425528212e+06
137, 3.113999962810000e-01, 5.997565198183213e-02, -9.179458831979419e+05, -3.967442278145782e+05, 1.060150137181485e+06, 2.061543072296736e+03, 0.000000000000000e+00, 0.000000000000000e+00, 2.388944362208460e+06
138, 3.261100053790000e-01, 5.985254444802346e-02, -9.948656953073958e+05, -4.054536362992218e+05, 1.028667376371007e+06, 2.098065249539327e+03, 0.000000000000000e+00, 0.000000000000000e+00, -1.123217204855067e+06
139, 3.409900069240000e-01, 5.963847719943702e-02, -8.336406749300591e+05, -2.853972767243825e+05, 8.683705429992242e+05, 1.470880901077108e+03, 0.000000000000000e+00, 0.000000000000000e+00, -4.905307275322351e+05
140, 3.560400009160000e-01, 5.933561549045978e-02, -7.535360949925014e+05, -1.905222388988830e+05, 5.464839381778961e+05, 9.936910136737899e+02, 0.000000000000000e+00, 0.000000000000000e+00, -1.796467122998177e+06
141, 3.712300062180000e-01, 5.894684318665333e-02, 9.989859894892678e+05, 3.550079746759643e+05, -6.303945494568821e+05, -1.865980546702698e+03, 0.000000000000000e+00, 0.000000000000000e+00, -1.854710158639917e+06
142, 3.865399956700000e-01, 5.847520956655861e-02, 6.954270590637272e+05, 2.787388013612157e+05, -5.627362972690300e+05, -1.480991409913947e+03, 0.000000000000000e+00, 0.000000000000000e+00, 2.411473180674740e+05
143, 4.019699990750000e-01, 5.792324246601335e-02, 6.389839639770142e+05, 2.587718254867362e+05, 3.245181525792613e+05, -1.203019629052380e+03, 0.000000000000000e+00, 0.000000000000000e+00, 2.999108442221984e+04
144, 4.174999892710000e-01, 5.729416860686566e-02, 7.152832710242381e+05, 2.826070371863983e+05, 5.170170809927211e+05, -1.281538712745638e+03, 0.000000000000000e+00, 0.000000000000000e+00, 1.266818836727171e+06
145, 4.331099987030000e-01, 5.659141825851464e-02, -5.966958218743261e+05, 1.808877345193941e+05, 2.257830860443097e+06, -3.376691925939737e+02, 0.000000000000000e+00, 0.000000000000000e+00, 4.839091748526397e+05
146, 4.487800002100000e-01, 5.581859897363720e-02, -8.361097566670333e+05, 1.255168900048995e+05, 1.787953206293398e+06, -1.798740695748587e+02, 0.000000000000000e+00, 0.000000000000000e+00, 8.929563172292974e+05
147, 4.645099937920000e-01, 5.497835513414191e-02, -9.905297095170179e+05, -1.389233207660222e+05, 8.235323630856244e+05, 9.182972365319072e+02, 0.000000000000000e+00, 0.000000000000000e+00, 4.918978685527323e+05
148, 4.802699983120000e-01, 5.407492053959814e-02, -8.706570413570309e+05, -1.829935586301335e+05, 2.890695830131175e+05, 9.886657347649822e+02, 0.000000000000000e+00, 0.000000000000000e+00, -1.092442720993907e+06
149, 4.960500001910000e-01, 5.311153541819326e-02, -4.473663375074643e+05, 2.044752829820905e+05, 2.636856062257331e+06, -9.978828060840243e+00, 0.000000000000000e+00, 0.000000000000000e+00, -6.449273142182808e+05
150, 5.118399858470000e-01, 5.209138375948307e-02, -4.000871323933869e+05, 3.362376012169175e+05, 2.974301617761772e+06, -5.440353194850452e+02, 0.000000000000000e+00, 0.000000000000000e+00, -9.331022427204079e+05
151, 5.276100039480000e-01, 5.101897737545535e-02, -4.674906094425848e+05, 7.425152010775252e+05, 4.860872134546284e+06, -1.855642501219095e+03, 0.000000000000000e+00, 0.000000000000000e+00, 7.102824646432226e+05
152, 5.433599948880000e-01, 4.989683951066199e-02, -8.303784633892144e+05, 1.402456223236624e+04, 1.667475056951905e+06, 5.744269391056387e+02, 0.000000000000000e+00, 0.000000000000000e+00, 3.859991046641953e+06
153, 5.590599775310000e-01, 4.872955796694115e-02, -8.684888027517847e+05, -6.097575584451999e+05, 2.272223916202091e+06, 4.157373430198795e+03, 0.000000000000000e+00, 0.000000000000000e+00, 2.345149298389996e+06
154, 5.747100114820000e-01, 4.751950934859488e-02, -8.664948463010965e+05, -5.538299931231615e+05, 1.719082359079361e+06, 3.672802835645945e+03, 0.000000000000000e+00, 0.000000000000000e+00, -1.365666142705341e+06
155, 5.902799963950000e-01, 4.627132533375768e-02, -9.530011865889370e+05, -3.401545895525109e+05, 1.120912659652971e+06, 2.384464949353981e+03, 0.000000000000000e+00, 0.000000000000000e+00, -3.896465368340032e+05
156, 6.057599782940000e-01, 4.498807223669178e-02, -9.126682978744088e+05, -5.206343165536172e+05, 1.025978716539319e+06, 3.336477002105044e+03, 0.000000000000000e+00, 0.000000000000000e+00, -1.817479113128667e+06
157, 6.211299896240000e-01, 4.367359094194759e-02, -4.705544222734005e+05, 4.112354334862335e+04, -1.959333996862828e+05, -4.315377405382665e+02, 0.000000000000000e+00, 0.000000000000000e+00, -2.197898961604801e+06
158, 6.363800168040000e-01, 4.233084266562091e-02, -3.803486663820725e+05, 4.343797458979361e+04, -1.131647960586241e+05, -3.842951111944667e+02, 0.000000000000000e+00, 0.000000000000000e+00, -4.006213482276144e+05
159, 6.514999866490000e-01, 4.096270419333766e-02, -6.399589396353998e+05, 1.414503192186973e+05, 7.115818968931995e+05, -5.820713631784372e+02, 0.000000000000000e+00, 0.000000000000000e+00, 5.105643839645190e+05
160, 6.664699912070000e-01, 3.957289370556494e-02, -5.627310914515125e+05, 1.469201458930712e+05, 4.157539442733722e+05, -8.193809995057809e+02, 0.000000000000000e+00, 0.000000000000000e+00, -1.409839048083600e+06
161, 6.812700033190000e-01, 3.816515293304169e-02, 7.360174104606220e+05, 7.945316726240409e+04, -2.437452307098229e+06, -2.506372190772079e+03, 0.000000000000000e+00, 0.000000000000000e+00, -1.865393158587610e+06
162, 6.958900094030001e-01, 3.674225211597043e-02, 6.493331684736713e+05, 1.382147068936878e+05, -4.486376351261534e+05, -1.437969898261452e+03, 0.000000000000000e+00, 0.000000000000000e+00, 1.216524670732133e+06
163, 7.103199958800001e-01, 3.530689307158652e-02, 8.777393292241571e+05, 7.625022603890726e+04, -4.893130899208135e+05, -9.821346188950795e+02, 0.000000000000000e+00, 0.000000000000000e+00, 6.926454102796272e+05
164, 7.245299816130000e-01, 3.386376679305321e-02, 1.189290058620827e+05, 1.164096136846935e+05, -5.098103094379277e+05, -1.287177295474831e+03, 0.000000000000000e+00, 0.000000000000000e+00, 1.739217235338654e+04
165, 7.385200262070000e-01, 3.241453277608040e-02, 3.006284769369542e+05, -2.438314921116505e+05, -2.387543087772900e+06, -1.088329198677280e+02, 0.000000000000000e+00, 0.000000000000000e+00, 1.302895053957188e+06
166, 7.522799968720000e-01, 3.096181144522562e-02, 6.219918308699931e+05, -4.062702395154677e+05, -3.997217074549518e+06, -2.088810781047918e+02, 0.000000000000000e+00, 0.000000000000000e+00, -1.881983905566623e+06
167, 7.657799720760000e-01, 2.951033727360171e-02, 6.589899674154364e+05, 9.292429908158552e+04, -2.683256718994916e+06, -3.104029688372501e+03, 0.000000000000000e+00, 0.000000000000000e+00, -2.214798752634759e+06
168, 7.790099978450000e-01, 2.806276676215449e-02, 7.501632768212751e+05, 5.705344160325963e+04, -2.928685677072925e+06, -3.040763669898848e+03, 0.000000000000000e+00, 0.000000000000000e+00, -3.171914106549541e+05
169, 7.919700145720000e-01, 2.662062628442961e-02, -6.566168579709663e+05, 2.913647809917051e+05, -1.470995733561970e+06, -3.641196761161502e+03, 0.000000000000000e+00, 0.000000000000000e+00, -9.778137303681443e+05
170, 8.046399950980000e-01, 2.518763605296113e-02, -5.151793953153075e+05, 2.399205244580783e+05, -2.501537481139121e+06, -4.236471976969071e+03, 0.000000000000000e+00, 0.000000000000000e+00, -1.989129656356814e+06
171, 8.170099854470000e-01, 2.376642068849115e-02, -3.825482128653544e+05, 1.035585792897437e+06, 2.567848784425979e+06, -5.823707203723452e+03, 0.000000000000000e+00, 0.000000000000000e+00, 4.324566193615908e+05
172, 8.290500044819999e-01, 2.236196298315981e-02, -5.522571403454994e+05, 6.427051937846643e+05, 1.390464864499507e+06, -3.782885881915854e+03, 0.000000000000000e+00, 0.000000000000000e+00, 1.483788467047177e+06
173, 8.407700061800000e-01, 2.097463226217677e-02, -4.335486779136124e+05, 1.135729263514849e+06, 5.415585617677708e+06, -3.905316063252500e+03, 0.000000000000000e+00, 0.000000000000000e+00, -3.194535025986263e+06
174, 8.521599769590000e-01, 1.960709133914372e-02, -1.709042123668592e+05, 1.778520957740061e+06, 5.874030157376283e+06, -8.711567697873481e+03, 0.000000000000000e+00, 0.000000000000000e+00, 1.112752169549493e+06
175, 8.631799817090000e-01, 1.826569132102762e-02, -7.283122393609291e+05, 1.023867987887289e+06, 5.588705441492531e+06, -2.739395724199151e+03, 0.000000000000000e+00, 0.000000000000000e+00, 6.312314049530348e+06
176, 8.738499879840000e-01, 1.694956337677533e-02, -5.722574381492919e+05, 7.764583567254030e+05, 5.729772956354920e+06, -5.256602990863048e+02, 0.000000000000000e+00, 0.000000000000000e+00, 1.598045311956504e+06
177, 8.841500282290000e-01, 1.566269158090452e-02, -8.346748759095621e+05, 1.023394722446015e+03, -5.256051467244812e+04, -4.499635958614527e+01, 0.000000000000000e+00, 0.000000000000000e+00, 3.613557528108362e+05
178, 8.940600156780000e-01, 1.440916392228702e-02, -8.443384323108272e+05, -1.968882530731956e+04, -1.613874264906688e+05, -1.624509997257746e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.249225382501051e+04
179, 9.035800099370001e-01, 1.319055953446835e-02, -5.795894404316844e+05, -3.207441769695405e+04, -2.752491383471483e+05, -4.113454285896181e+01, 0.000000000000000e+00, 0.000000000000000e+00, 6.944959713298292e+04
180, 9.126999974250000e-01, 1.200973104171110e-02, -1.452503357953157e+05, -6.239604678297768e+04, -3.609049699663210e+05, 6.405718100179425e+01, 0.000000000000000e+00, 0.000000000000000e+00, 6.788030023194787e+04
181, 9.214000105860000e-01, 1.087086069705918e-02, -1.810435290521337e+04, -3.505984258088779e+05, -2.306125445226891e+06, 2.554939242344250e+02, 0.000000000000000e+00, 0.000000000000000e+00, -8.350307727332822e+04
182, 9.296900033950000e-01, 9.774221272349531e-03, 3.219917071706872e+04, -3.175183377527260e+05, -2.481903709288948e+06, -2.641439225228659e+02, 0.000000000000000e+00, 0.000000000000000e+00, -1.465859907280525e+06
183, 9.375399947170000e-01, 8.725349486403867e-03, -9.260117268994765e+05, 2.034037595009287e+05, 2.941900573267234e+05, -1.420853735636702e+03, 0.000000000000000e+00, 0.000000000000000e+00, 1.880863441018944e+06
184, 9.449599981310000e-01, 7.724467125531491e-03, -8.693168508073994e+05, 2.291842100248143e+05, 5.076566355450490e+05, -1.397530897952132e+03, 0.000000000000000e+00, 0.000000000000000e+00, 6.696335172255478e+04
185, 9.519400000570000e-01, 6.774428848839826e-03, -7.756441680697841e+05, 1.984004892213192e+04, 3.926995665785586e+05, 3.809867248219422e+02, 0.000000000000000e+00, 0.000000000000000e+00, 6.367463551352472e+05
186, 9.584699869160000e-01, 5.878077433056352e-03, -9.943157027938536e+05, 2.924392652462911e+04, -7.023499159494223e+04, -2.986948294923942e+02, 0.000000000000000e+00, 0.000000000000000e+00, -4.152109923280373e+06
187, 9.645400047300000e-01, 5.038225493362627e-03, -7.582649927513271e+05, -2.826079399502327e+05, -5.781415032847814e+06, -4.638804051486784e+03, 0.000000000000000e+00, 0.000000000000000e+00, -1.495209709394647e+06
188, 9.701499938960000e-01, 4.256268552403566e-03, -8.649633820755883e+05, -3.622739358764958e+05, -4.770151406970643e+06, -2.669576378946355e+03, 0.000000000000000e+00, 0.000000000000000e+00, 1.139427043982186e+06
189, 9.752799868580000e-01, 3.536324145770189e-03, 3.607891158340152e+05, -2.802974346217134e+05, -4.163419161980586e+06, -2.773076877602914e+03, 0.000000000000000e+00, 0.000000000000000e+00, 3.219695155387300e+05
190, 9.799500107769999e-01, 2.876826092032643e-03, 3.917304498852337e+05, -1.821508237879924e+05, -2.830502641638923e+06, -1.991277452293639e+03, 0.000000000000000e+00, 0.000000000000000e+00, -5.267112912697885e+06
191, 9.841300249100000e-01, 2.283176811071472e-03, 4.366462250648005e+05, -9.275536220198745e+05, -1.416748738676322e+07, -1.029170911165066e+04, 0.000000000000000e+00, 0.000000000000000e+00, -3.548347609948756e+06
192, 9.878399968150000e-01, 1.753609743384430e-03, 6.405431065443436e+05, -4.693911964944606e+05, -9.689618982319519e+06, -8.601988034148832e+03, 0.000000000000000e+00, 0.000000000000000e+00, 5.397770182419742e+06
193, 9.910500049590000e-01, 1.293363843462116e-03, 9.239134730665718e+05, 8.130952825521082e+05, 3.112026578402706e+06, -3.681832974062771e+03, 0.000000000000000e+00, 0.000000000000000e+00, 2.845875765983763e+06
194, 9.937800168990000e-01, 9.004365425509819e-04, 7.484302339417402e+05, 8.159477219544348e+05, 2.840384337765175e+06, -4.116827633285515e+03, 0.000000000000000e+00, 0.000000000000000e+00, -5.139891379776978e+05
195, 9.960200190539999e-01, 5.769983605901485e-04, 6.929971359117641e+05, 6.061658676979347e+05, 1.070783650409960e+06, -4.294461299912226e+03, 0.000000000000000e+00, 0.000000000000000e+00, 3.979119746237682e+05
196, 9.977599978450000e-01, 3.251111630156300e-04, 6.397582106022494e+05, 7.014578102990671e+05, 1.917097416838801e+06, -4.165460426084430e+03, 0.000000000000000e+00, 0.000000000000000e+00, -1.028161565477316e+07
197, 9.990000128750000e-01, 1.452537504052920e-04, -7.911962524626172e+05, 1.943106809109870e+06, 4.324969933645023e+06, -1.729950542080882e+04, 0.000000000000000e+00, 0.000000000000000e+00, -6.284150068268566e+06
198, 9.997500181200000e-01, 3.632896519016437e-05, -7.324948745209274e+05, 1.903450332244001e+06, 3.731002262432855e+06, -1.900586339347230e+04, 0.000000000000000e+00, 0.000000000000000e+00, 4.056433542277284e+07
199, 1.000000000000000e+00, 0.000000000000000e+00, -9.614826734799049e+05, 3.977483833831910e+04, -1.633321818488810e+04, -2.263158687488476e+02, 0.000000000000000e+00, 0.000000000000000e+00, -6.584068972193448e+02
