case_id,mach,aoa_deg,iterations,surface_rows,runtime_seconds,final_rms_rho,final_rms_rhoe,cp_min,cp_max,cp_range
mach_0p8406_aoa_p1p974,0.840625,1.973684210526316,183,200,1.6795839929982321,-8.014998297,-2.491820548,-1.1339102915998314,1.1773209413434722,2.3112312329433036
mach_0p8406_aoa_p2p204,0.840625,2.2039473684210527,186,200,1.742930973006878,-8.01106208,-2.486917632,-1.1475823735201118,1.178139471069149,2.325721844589261
mach_0p8406_aoa_p2p434,0.840625,2.4342105263157894,174,200,1.7223831189985503,-8.010433457,-2.484326121,-1.163961793596609,1.1805496022270947,2.3445113958237034
mach_0p8406_aoa_p2p664,0.840625,2.664473684210526,180,200,1.8225628869986394,-8.017354547,-2.49186627,-1.1798701699545486,1.1823197700651704,2.362189940019719
mach_0p8406_aoa_p2p895,0.840625,2.894736842105263,165,200,1.6804621660048724,-8.01804153,-2.492651677,-1.19633091784864,1.1834322851939547,2.379763203042595
mach_0p8406_aoa_p3p125,0.840625,3.125,162,200,1.5833471250007278,-8.031233793,-2.504538568,-1.211574077165839,1.1839204946355149,2.395494571801354
mach_0p8484_aoa_m1p250,0.8484375,-1.25,199,200,1.9578512810039683,-8.02538551,-2.496430037,-1.056184823095674,1.1995689461511694,2.2557537692468435
mach_0p8484_aoa_m1p020,0.8484375,-1.0197368421052633,158,200,1.5182133700000122,-8.052332466,-2.520808016,-1.0358061201727071,1.2000482409589748,2.2358543611316817
mach_0p8484_aoa_m0p789,0.8484375,-0.7894736842105263,143,200,1.3856540390042937,-8.039375261,-2.500507671,-1.0107235493791098,1.1995874193237097,2.2103109687028195
mach_0p8484_aoa_m0p559,0.8484375,-0.5592105263157895,221,200,2.267357214994263,-8.008448391,-2.481720224,-0.9994049232886343,1.1980958573424194,2.197500780631054
mach_0p8484_aoa_m0p329,0.8484375,-0.32894736842105265,195,200,1.8503701489971718,-8.025223987,-2.497113663,-0.9745843472532263,1.1955195887420171,2.170103935995243
mach_0p8484_aoa_m0p099,0.8484375,-0.09868421052631593,147,200,1.4463523020021967,-8.039365721,-2.509551131,-0.9476601561814497,1.1917744738461762,2.139434630027626
mach_0p8484_aoa_p0p132,0.8484375,0.13157894736842102,153,200,1.9805999980017077,-8.017623029,-2.484749388,-0.9463879948086877,1.1886452940372252,2.135033288845913
mach_0p8484_aoa_p0p362,0.8484375,0.36184210526315796,139,200,2.021232607003185,-8.101599453,-2.55971718,-0.9679272603389617,1.1911420067393508,2.1590692670783125
mach_0p8484_aoa_p0p592,0.8484375,0.5921052631578947,168,200,2.0759712920043967,-8.0319741,-2.498249303,-0.9926676079992821,1.192578829578989,2.185246437578271
mach_0p8484_aoa_p0p822,0.8484375,0.8223684210526314,184,200,1.76060186799441,-8.005359262,-2.474785915,-1.0220872668621122,1.1930197079670986,2.2151069748292107
mach_0p8484_aoa_p1p053,0.8484375,1.0526315789473681,229,200,2.6170598640019307,-8.018673275,-2.490320678,-1.042333417546287,1.19252787103022,2.234861288576507
mach_0p8484_aoa_p1p283,0.8484375,1.2828947368421053,171,200,1.6879420570039656,-8.009722969,-2.481264145,-1.0592100430044427,1.1911967105464905,2.250406753550933
mach_0p8484_aoa_p1p513,0.8484375,1.513157894736842,135,200,1.1991892709993408,-8.055400754,-2.527965881,-1.076331060108717,1.1891218187793473,2.2654528788880643
mach_0p8484_aoa_p1p743,0.8484375,1.7434210526315788,146,200,1.3105279259980307,-8.061645024,-2.530226439,-1.0998129873143827,1.1863382108384695,2.286151198152852
mach_0p8484_aoa_p1p974,0.8484375,1.973684210526316,176,200,1.590307099999336,-8.031437611,-2.502746458,-1.1159748675236136,1.1829008627449156,2.298875730268529
mach_0p8484_aoa_p2p204,0.8484375,2.2039473684210527,170,200,1.5423243830009596,-8.010005005,-2.484975451,-1.1309007071121828,1.180485280644068,2.3113859877562506
mach_0p8484_aoa_p2p434,0.8484375,2.4342105263157894,180,200,1.7847405610009446,-8.018829452,-2.490014974,-1.1465287324689681,1.1830717634173027,2.329600495886271
mach_0p8484_aoa_p2p664,0.8484375,2.664473684210526,167,200,1.4623577039965312,-8.011702314,-2.485979188,-1.1594014210856745,1.185069042003221,2.3444704630888955
mach_0p8484_aoa_p2p895,0.8484375,2.894736842105263,187,200,1.6295969880011398,-8.002021334,-2.476279783,-1.1724090944886716,1.1864962632181832,2.358905357706855
mach_0p8484_aoa_p3p125,0.8484375,3.125,194,200,1.8048383810019004,-8.004797106,-2.477432837,-1.1854982673319705,1.1873647418708841,2.3728630092028546
mach_0p8562_aoa_m1p250,0.85625,-1.25,142,200,1.3748850940028206,-8.035780921,-2.500105918,-1.0384493841412072,1.2036009163269654,2.242050300468173
mach_0p8562_aoa_m1p020,0.85625,-1.0197368421052633,153,200,1.3450718530002632,-8.015970902,-2.481853598,-1.0281339872791968,1.2038161653695347,2.2319501526487313
mach_0p8562_aoa_m0p789,0.85625,-0.7894736842105263,169,200,2.3783228879983653,-8.028718473,-2.49542823,-1.0009694563116804,1.2031754292962134,2.204144885607894
mach_0p8562_aoa_m0p559,0.85625,-0.5592105263157895,225,200,2.018443846005539,-8.014379512,-2.483978766,-0.9768690923333485,1.201607231105796,2.1784763234391447
mach_0p8562_aoa_m0p329,0.85625,-0.32894736842105265,219,200,1.876957754000614,-8.001182647,-2.470520504,-0.9631338275189744,1.1990609325366557,2.16219476005563
mach_0p8562_aoa_m0p099,0.85625,-0.09868421052631593,129,200,1.4205044759946759,-8.021190033,-2.48088879,-0.9418494136475323,1.1955116460899526,2.137361059737485
mach_0p8562_aoa_p0p132,0.85625,0.13157894736842102,195,200,1.802044834003027,-8.016072873,-2.48447473,-0.9360341232950594,1.1923785904768232,2.1284127137718825
mach_0p8562_aoa_p0p362,0.85625,0.36184210526315796,158,200,1.4240783390050638,-8.110352031,-2.572021663,-0.9596002177241443,1.194780427711479,2.1543806454356234
mach_0p8562_aoa_p0p592,0.85625,0.5921052631578947,167,200,1.4908077560030506,-8.023439422,-2.493129028,-0.9870578269408938,1.1962235695014485,2.183281396442342
mach_0p8562_aoa_p0p822,0.85625,0.8223684210526314,177,200,1.6001154630066594,-8.008943115,-2.478771306,-1.0116699565961087,1.1967808476268231,2.208450804222932
mach_0p8562_aoa_p1p053,0.85625,1.0526315789473681,143,200,1.3461297860048944,-8.069004111,-2.528026263,-1.023483426732788,1.1965020611917225,2.2199854879245104
mach_0p8562_aoa_p1p283,0.85625,1.2828947368421053,139,200,1.2624744159984402,-8.004446234,-2.468043371,-1.048420371463474,1.1954655547447226,2.243885926208197
mach_0p8562_aoa_p1p513,0.85625,1.513157894736842,168,200,1.5640701779993833,-8.00953862,-2.479588738,-1.0597608261336786,1.1937337692803858,2.2534945954140646
mach_0p8562_aoa_p1p743,0.85625,1.7434210526315788,157,200,1.4329879689976224,-8.038899165,-2.506620396,-1.0751111031945522,1.191379910560928,2.26649101375548
mach_0p8562_aoa_p1p974,0.85625,1.973684210526316,148,200,1.5410939840003266,-8.006768488,-2.479401989,-1.0898638616235856,1.188422518060432,2.2782863796840176
mach_0p8562_aoa_p2p204,0.85625,2.2039473684210527,151,200,1.5069953630008968,-8.030668773,-2.502146234,-1.1055402330243023,1.1849191480263142,2.290459381050616
mach_0p8562_aoa_p2p434,0.85625,2.4342105263157894,166,200,1.543808494003315,-8.045983561,-2.519931612,-1.1207102830361635,1.1854393042035054,2.306149587239669
mach_0p8562_aoa_p2p664,0.85625,2.664473684210526,176,200,1.5078878550048103,-8.006012122,-2.482578971,-1.1368335612343505,1.1876513753907598,2.3244849366251104
mach_0p8562_aoa_p2p895,0.85625,2.894736842105263,177,200,1.4909276990001672,-8.008194255,-2.482821061,-1.1517776923191914,1.1893574771289983,2.3411351694481897
mach_0p8562_aoa_p3p125,0.85625,3.125,182,200,1.6924158519977937,-8.011086976,-2.483304165,-1.1642271246612217,1.1905522899453518,2.3547794146065737
mach_0p8641_aoa_m1p250,0.8640625,-1.25,153,200,1.482687748997705,-8.044078546,-2.507797765,-1.02908950867446,1.2075995033166513,2.2366890119911114
mach_0p8641_aoa_m1p020,0.8640625,-1.0197368421052633,153,200,1.395342244002677,-8.024045188,-2.490772285,-1.0040785584866982,1.2075535793289558,2.211632137815654
mach_0p8641_aoa_m0p789,0.8640625,-0.7894736842105263,169,200,1.6560857450022013,-8.023807601,-2.491438307,-0.993697892786224,1.2067410945715114,2.2004389873577352
mach_0p8641_aoa_m0p559,0.8640625,-0.5592105263157895,159,200,1.4874353549967054,-8.078485292,-2.536436268,-0.9682613889447967,1.2051047988673598,2.1733661878121566
mach_0p8641_aoa_m0p329,0.8640625,-0.32894736842105265,172,200,1.518690589000471,-8.036410449,-2.499018582,-0.943269417306507,1.202602015542162,2.145871432848669
mach_0p8641_aoa_m0p099,0.8640625,-0.09868421052631593,191,200,1.7057006059985724,-8.017952848,-2.487478484,-0.9327989093763479,1.1992730964483855,2.1320720058247336
mach_0p8641_aoa_p0p132,0.8640625,0.13157894736842102,152,200,1.9213942740025232,-8.047101263,-2.50870933,-0.9276603628392941,1.19614991467986,2.123810277519154
mach_0p8641_aoa_p0p362,0.8640625,0.36184210526315796,160,200,1.509662215001299,-8.004911872,-2.470243162,-0.9556382764158732,1.1984136195805597,2.154051895996433
mach_0p8641_aoa_p0p592,0.8640625,0.5921052631578947,218,200,1.993211346998578,-8.012017361,-2.480869511,-0.9764376394480443,1.1998612276166907,2.1762988670647347
mach_0p8641_aoa_p0p822,0.8640625,0.8223684210526314,136,200,1.1801578419981524,-8.008376938,-2.478051322,-0.9881652040661938,1.2005377503598673,2.188702954426061
mach_0p8641_aoa_p1p053,0.8640625,1.0526315789473681,159,200,1.6141481599988765,-8.0064055,-2.47076618,-1.0140845396939866,1.200470656817796,2.2145551965117827
mach_0p8641_aoa_p1p283,0.8640625,1.2828947368421053,139,200,1.2008832450010232,-8.026192433,-2.491094446,-1.0252529596078208,1.199717276532408,2.224970236140229
mach_0p8641_aoa_p1p513,0.8640625,1.513157894736842,157,200,1.459766079999099,-8.021501411,-2.490734133,-1.0385263823584043,1.1983303087718837,2.236856691130288
mach_0p8641_aoa_p1p743,0.8640625,1.7434210526315788,181,200,1.6339881219973904,-8.025154886,-2.492993879,-1.0570695167867097,1.196365719408465,2.2534352361951746
mach_0p8641_aoa_p1p974,0.8640625,1.973684210526316,139,200,1.253502720996039,-8.041457101,-2.516312552,-1.0748683211698506,1.1938419759259333,2.268710297095784
mach_0p8641_aoa_p2p204,0.8640625,2.2039473684210527,155,200,1.4449093980001635,-8.058597553,-2.531842333,-1.088698423109354,1.190790523430492,2.2794889465398462
mach_0p8641_aoa_p2p434,0.8640625,2.4342105263157894,174,200,2.031791624998732,-8.073072308,-2.538260883,-1.0989612234999178,1.1877141472978723,2.28667537079779
mach_0p8641_aoa_p2p664,0.8640625,2.664473684210526,154,200,1.5175720039987937,-8.033820294,-2.50748955,-1.1136540778485684,1.1901120747616698,2.303766152610238
mach_0p8641_aoa_p2p895,0.8640625,2.894736842105263,172,200,1.559259450994432,-8.006206796,-2.480740563,-1.1275576267492549,1.1920482233136773,2.319605850062932
mach_0p8641_aoa_p3p125,0.8640625,3.125,184,200,2.374929557001451,-8.031007952,-2.505265325,-1.1413292931634171,1.1935275121926554,2.3348568053560728
mach_0p8719_aoa_m1p250,0.871875,-1.25,197,200,1.7115106499986723,-8.002304945,-2.471348155,-1.005964894962456,1.211546222282397,2.217511117244853
mach_0p8719_aoa_m1p020,0.871875,-1.0197368421052633,147,200,1.338057998997101,-8.102807115,-2.557848852,-0.9866447421880201,1.2112615429720368,2.197906285160057
mach_0p8719_aoa_m0p789,0.871875,-0.7894736842105263,128,200,1.1543763549998403,-8.037993853,-2.50807923,-0.9728496925290662,1.2103003540190138,2.18315004654808
mach_0p8719_aoa_m0p559,0.871875,-0.5592105263157895,134,200,1.2028541549952934,-8.010316595,-2.467704932,-0.961885719797178,1.208618439489379,2.170504159286557
mach_0p8719_aoa_m0p329,0.871875,-0.32894736842105265,152,200,1.3214367190012126,-8.038335393,-2.504650282,-0.9348253075200856,1.2062013548545407,2.1410266623746264
mach_0p8719_aoa_m0p099,0.871875,-0.09868421052631593,149,200,1.587637791999441,-8.009197343,-2.476835705,-0.9234607165343712,1.2030577398500473,2.1265184563844186
mach_0p8719_aoa_p0p132,0.871875,0.13157894736842102,153,200,1.5938284320000093,-8.067868272,-2.529329124,-0.9181495968519968,1.1999650167270197,2.1181146135790163
mach_0p8719_aoa_p0p362,0.871875,0.36184210526315796,137,200,1.2038151119995746,-8.026993281,-2.490454433,-0.94459067265423,1.2020924094009486,2.1466830820551785
mach_0p8719_aoa_p0p592,0.871875,0.5921052631578947,123,200,1.1764669319964014,-8.018176432,-2.473071634,-0.955107483782629,1.2035280964722381,2.158635580254867
mach_0p8719_aoa_p0p822,0.871875,0.8223684210526314,250,200,2.4856016990015632,-7.492363585,-1.962933025,-0.9780143819498165,1.204296996609377,2.1823113785591937
mach_0p8719_aoa_p1p053,0.871875,1.0526315789473681,198,200,1.7902267629979178,-8.012837191,-2.480825064,-0.9949226656688033,1.2044219736589257,2.199344639327729
mach_0p8719_aoa_p1p283,0.871875,1.2828947368421053,132,200,1.246304198000871,-8.070227475,-2.531187383,-1.00732711017485,1.2039246541453705,2.2112517643202203
mach_0p8719_aoa_p1p513,0.871875,1.513157894736842,135,200,1.2649683440031367,-8.06354899,-2.536666352,-1.0206471835512745,1.2028516640568712,2.2234988476081456
mach_0p8719_aoa_p1p743,0.871875,1.7434210526315788,140,200,1.3217115530060255,-8.009951814,-2.477967184,-1.0356014738527088,1.2012260388997176,2.236827512752426
mach_0p8719_aoa_p1p974,0.871875,1.973684210526316,153,200,1.4133352319986443,-8.034825708,-2.504129792,-1.0495893476262317,1.1990906985502847,2.248680046176516
mach_0p8719_aoa_p2p204,0.871875,2.2039473684210527,157,200,1.3345893119985703,-8.061901227,-2.533242566,-1.064874973237799,1.1964641567786347,2.2613391300164336
mach_0p8719_aoa_p2p434,0.871875,2.4342105263157894,155,200,1.3701145730010467,-8.024985678,-2.494310579,-1.078177364102922,1.193364990566891,2.271542354669813
mach_0p8719_aoa_p2p664,0.871875,2.664473684210526,160,200,1.316936158000317,-8.022298454,-2.494819782,-1.0934554004686474,1.1925142511845264,2.285969651653174
mach_0p8719_aoa_p2p895,0.871875,2.894736842105263,167,200,1.723533378004504,-8.043692402,-2.517341133,-1.1041699146621082,1.1946513731863004,2.2988212878484084
mach_0p8719_aoa_p3p125,0.871875,3.125,174,200,1.5604945320010302,-8.020086921,-2.490231052,-1.1134523264934446,1.1963760131340266,2.3098283396274715
mach_0p8797_aoa_m1p250,0.8796875,-1.25,129,200,1.1802812759997323,-8.011321494,-2.489646372,-0.9848499667570775,1.2154395499386366,2.200289516695714
mach_0p8797_aoa_m1p020,0.8796875,-1.0197368421052633,137,200,1.2508183720055968,-8.003400815,-2.468307042,-0.9696912278953004,1.2149688079162595,2.18466003581156
mach_0p8797_aoa_m0p789,0.8796875,-0.7894736842105263,116,200,1.0664432440025848,-8.031534081,-2.495574777,-0.9544541472568138,1.2138851096937304,2.168339256950544
mach_0p8797_aoa_m0p559,0.8796875,-0.5592105263157895,117,200,1.0940945980037213,-8.061468916,-2.523123384,-0.939237623837867,1.2121853287256386,2.1514229525635056
mach_0p8797_aoa_m0p329,0.8796875,-0.32894736842105265,124,200,1.1198422189991106,-8.010816486,-2.475179216,-0.923120729713124,1.2098649474542764,2.1329856771674005
mach_0p8797_aoa_m0p099,0.8796875,-0.09868421052631593,138,200,1.3462012680029147,-8.032041989,-2.49689138,-0.9076701683057552,1.2069146531172001,2.1145848214229552
mach_0p8797_aoa_p0p132,0.8796875,0.13157894736842102,154,200,1.9835534610028844,-8.012878225,-2.478456931,-0.9154553705244135,1.2038323194754064,2.11928768999982
mach_0p8797_aoa_p0p362,0.8796875,0.36184210526315796,130,200,1.2971541080041789,-8.0235339,-2.485315543,-0.9319498870237977,1.205833197480452,2.1377830845042496
mach_0p8797_aoa_p0p592,0.8796875,0.5921052631578947,165,200,1.5443802090012468,-8.034599949,-2.500762873,-0.9453940745329741,1.207247491147996,2.15264156568097
mach_0p8797_aoa_p0p822,0.8796875,0.8223684210526314,145,200,1.31651497099665,-8.058794653,-2.518577925,-0.9618092701907053,1.2080767133978363,2.1698859835885416
mach_0p8797_aoa_p1p053,0.8796875,1.0526315789473681,158,200,1.3027836789988214,-8.000435708,-2.467247797,-0.9764501093532904,1.2083495581619752,2.1847996675152657
mach_0p8797_aoa_p1p283,0.8796875,1.2828947368421053,125,200,1.1690330839992384,-8.045987415,-2.515992115,-0.9927251105279501,1.2080627827817019,2.200787893309652
mach_0p8797_aoa_p1p513,0.8796875,1.513157894736842,127,200,1.0702805539986002,-8.021928181,-2.49019101,-1.0057767156632644,1.2072474438240328,2.213024159487297
mach_0p8797_aoa_p1p743,0.8796875,1.7434210526315788,137,200,1.2028951039974345,-8.035205533,-2.499495517,-1.0198845118545037,1.2059262048872268,2.2258107167417305
mach_0p8797_aoa_p1p974,0.8796875,1.973684210526316,137,200,1.349966857000254,-8.012282301,-2.481864503,-1.0296315140531866,1.2041296604977691,2.233761174550956
mach_0p8797_aoa_p2p204,0.8796875,2.2039473684210527,139,200,1.2422514200006844,-8.018345011,-2.490604862,-1.0397332875600056,1.201864923483986,2.241598211043992
mach_0p8797_aoa_p2p434,0.8796875,2.4342105263157894,143,200,1.2930776879948098,-8.072004344,-2.545613786,-1.0545401919636694,1.1991457773400618,2.2536859693037314
mach_0p8797_aoa_p2p664,0.8796875,2.664473684210526,144,200,1.3215858339972328,-8.052124777,-2.529137846,-1.068051538745815,1.1959937517724015,2.2640452905182165
mach_0p8797_aoa_p2p895,0.8796875,2.894736842105263,151,200,1.4517849089970696,-8.006650256,-2.482997535,-1.0806293824671735,1.1972488677283672,2.277878250195541
mach_0p8797_aoa_p3p125,0.8796875,3.125,155,200,1.8467035599969677,-8.053402806,-2.527009731,-1.0899222997975593,1.1991648753043203,2.2890871751018795
mach_0p8875_aoa_m1p250,0.8875,-1.25,132,200,1.1801093140020384,-8.040719737,-2.50386975,-0.973622176650159,1.2193270873605537,2.192949264010713
mach_0p8875_aoa_m1p020,0.8875,-1.0197368421052633,115,200,1.1014759649988264,-8.05130974,-2.513198965,-0.9607415630333649,1.2187282933126427,2.1794698563460075
mach_0p8875_aoa_m0p789,0.8875,-0.7894736842105263,110,200,1.0588240249999217,-8.046292983,-2.512576857,-0.9417424178426145,1.2175805006258695,2.159322918468484
mach_0p8875_aoa_m0p559,0.8875,-0.5592105263157895,111,200,1.0789363110015984,-8.022555725,-2.490490135,-0.937482340887033,1.2158942136416755,2.1533765545287085
mach_0p8875_aoa_m0p329,0.8875,-0.32894736842105265,112,200,1.0224624870024854,-8.037474559,-2.501057943,-0.9165012145233935,1.2136545722096561,2.1301557867330496
mach_0p8875_aoa_m0p099,0.8875,-0.09868421052631593,108,200,1.0223810249954113,-8.039387937,-2.518614253,-0.909602166361863,1.2108663690743975,2.1204685354362605
mach_0p8875_aoa_p0p132,0.8875,0.13157894736842102,137,200,2.1405761240021093,-8.040136168,-2.504715076,-0.9069547624570709,1.2077579015718807,2.1147126640289517
mach_0p8875_aoa_p0p362,0.8875,0.36184210526315796,114,200,0.9569846599988523,-8.078773285,-2.536588849,-0.9269131212032276,1.2096642058038853,2.136577327007113
mach_0p8875_aoa_p0p592,0.8875,0.5921052631578947,125,200,1.0617491860029986,-8.002737466,-2.46511608,-0.931125399834016,1.2110461316739713,2.1421715315079872
mach_0p8875_aoa_p0p822,0.8875,0.8223684210526314,123,200,1.6694236490002368,-8.037383482,-2.500053707,-0.949153244740313,1.211915009906686,2.161068254646999
mach_0p8875_aoa_p1p053,0.8875,1.0526315789473681,118,200,2.134412314000656,-8.085972409,-2.546488689,-0.9573722803395645,1.2122821471182401,2.1696544274578047
mach_0p8875_aoa_p1p283,0.8875,1.2828947368421053,132,200,1.2699058459984371,-8.022414261,-2.488020179,-0.9711423932265669,1.2121499005223861,2.183292293748953
mach_0p8875_aoa_p1p513,0.8875,1.513157894736842,114,200,1.1799902550046681,-8.033610984,-2.504764106,-0.986866968862432,1.2115347195344048,2.198401688396837
mach_0p8875_aoa_p1p743,0.8875,1.7434210526315788,119,200,1.150330459997349,-8.082199852,-2.555727912,-0.9937887553256967,1.2104526456766025,2.204241401002299
mach_0p8875_aoa_p1p974,0.8875,1.973684210526316,129,200,2.047598854995158,-8.019828481,-2.483573365,-1.0100338493210992,1.2089220247056085,2.2189558740267077
mach_0p8875_aoa_p2p204,0.8875,2.2039473684210527,125,200,2.16252163000172,-8.036763927,-2.513047815,-1.021786956206887,1.2069557707815146,2.2287427269884015
mach_0p8875_aoa_p2p434,0.8875,2.4342105263157894,127,200,1.1929883049961063,-8.055860436,-2.531713842,-1.0311724353604619,1.2045660444002657,2.2357384797607276
mach_0p8875_aoa_p2p664,0.8875,2.664473684210526,131,200,1.189316289004637,-8.02915209,-2.501857778,-1.045171555126856,1.2017606847595927,2.2469322398864486
mach_0p8875_aoa_p2p895,0.8875,2.894736842105263,143,200,2.2061084890010534,-8.060921839,-2.527709143,-1.054210136917898,1.199950545859312,2.25416068277721
mach_0p8875_aoa_p3p125,0.8875,3.125,156,200,1.3462910409944016,-8.043099378,-2.513607447,-1.0656957867076884,1.2020175799157062,2.2677133666233944
